vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,com_x,com_y,quat_x,quat_y,quat_z,quat_w
1.5210723,0.015848331,-0.4721074,-1.0046773,0.6535111,0.3454817,0.11629911,0.4405856,-1.5521345,-0.14593287,0.9556099,-1.8482168,0.13197069,1.3459511,-1.7158746,-0.19585392,0.3526645,-1.4966165,1.5,0.0,0.0,0.29616553,0.3233356,0.18539771,-0.228852,0.11446589,-0.18323293,-0.25720918,-0.34892142,0.16611591,-0.26027316,-0.07560083,-0.20440537,-0.24448766,3.5555296,-0.3051754,-0.012095818,-0.007983737,-0.106429316,0.99421465
1.489124,0.011358756,-0.48674428,-0.510764,0.065818675,0.35860696,0.12623699,0.57998854,-1.6784494,-0.17301495,0.82956827,-2.0488596,0.17763361,1.3997165,-1.9055032,-0.18028669,0.4814209,-1.5539149,1.5,0.0,0.0,0.28692672,0.26954463,0.16658257,-0.26319075,0.1581382,-0.18475051,-0.22319934,-0.34864601,0.17076837,-0.23189622,-0.09990231,-0.20141159,-0.25159332,3.5850542,-0.31154078,-0.018207302,-0.005025917,-0.1028231,0.9945204
1.4559984,0.023043958,-0.38868478,-0.5889557,-0.15492372,0.29328945,0.13501157,0.7159749,-1.7704057,-0.22839126,0.6013839,-2.1719158,0.22409558,1.3902837,-2.09711,-0.17228827,0.6222892,-1.6525074,1.5,0.0,0.0,0.27880156,0.2416199,0.16500981,-0.25507957,0.20836535,-0.18617672,-0.17969868,-0.32552776,0.17445675,-0.20439681,-0.1319164,-0.20121923,-0.25510648,3.613834,-0.3174286,-0.02396474,-0.0050319526,-0.09968407,0.99471784
1.4453598,0.018540503,-0.27057573,-0.36072722,-0.41179645,0.33536145,0.13920626,0.8444781,-1.825035,-0.30904832,0.3104885,-2.1974406,0.26985827,1.3050414,-2.2471402,-0.1665102,0.75982046,-1.7230203,1.5,0.0,0.0,0.2729542,0.21467504,0.16357438,-0.24916513,0.25789213,-0.18779707,-0.13087882,-0.28976113,0.17734697,-0.18043293,-0.16130331,-0.20028937,-0.24914151,3.6422255,-0.32299194,-0.028128274,-0.0075254445,-0.09652547,0.9949045
1.4417101,0.0073789074,-0.14232934,-0.35157844,-0.37265596,0.41931966,0.14120549,0.9598119,-1.8463112,-0.39153486,0.021420939,-2.1232011,0.31646365,1.1535288,-2.3203819,-0.15865415,0.8890375,-1.7627226,1.5,0.0,0.0,0.26977277,0.18864878,0.16217622,-0.24599326,0.30247986,-0.18648006,-0.081211105,-0.25083643,0.18017277,-0.16056436,-0.19036295,-0.19883533,-0.24596316,3.6704612,-0.32844862,-0.031628285,-0.01070107,-0.09269351,0.9951348
1.4506559,0.008084284,0.003943783,-0.38481203,-0.21081851,0.43880308,0.14342545,1.0574626,-1.8385338,-0.4556726,-0.2024268,-1.9853722,0.35560858,0.9636804,-2.3081148,-0.14610133,0.99974465,-1.7654781,1.5,0.0,0.0,0.26959327,0.1632078,0.16080666,-0.24592827,0.34352356,-0.18104897,-0.039601117,-0.21566918,0.18338095,-0.14821878,-0.21921507,-0.19704902,-0.24585316,3.698783,-0.3336496,-0.03542696,-0.012681136,-0.08836294,0.9953774
1.4716437,0.024554892,0.15566806,-0.24697821,-0.09284597,0.3949243,0.143641,1.1339358,-1.8010275,-0.48447162,-0.32843468,-1.8311126,0.3794632,0.7633694,-2.2121685,-0.13260259,1.0841403,-1.7288173,1.5,0.0,0.0,0.27255452,0.13779101,0.1592954,-0.24902508,0.3801246,-0.17514284,-0.0130188465,-0.18398784,0.18683593,-0.14646327,-0.24785338,-0.19553275,-0.24894889,3.7274694,-0.33825445,-0.038706664,-0.013441259,-0.084102966,0.99561435
1.4876755,0.04064457,0.29156324,-0.17603798,0.17392392,0.2239551,0.14192647,1.1874629,-1.7361057,-0.4673679,-0.3474285,-1.697315,0.38275412,0.5863416,-2.0579627,-0.120765746,1.134321,-1.6521674,1.5,0.0,0.0,0.27840525,0.11198321,0.15770948,-0.25508514,0.409323,-0.17463063,-0.0076949596,-0.15271318,0.19109878,-0.15645666,-0.2758503,-0.19510984,-0.25507426,3.7565975,-0.34210172,-0.041322432,-0.012332783,-0.08099697,0.995781
1.4888738,0.026317935,0.32468748,0.11702248,0.10683217,0.13889079,0.1372081,1.220584,-1.6465458,-0.40046763,-0.252436,-1.5914621,0.3615203,0.45968992,-1.879604,-0.113984324,1.1605238,-1.5496331,1.5,0.0,0.0,0.2856828,0.085884415,0.15634233,-0.26258382,0.42625758,-0.18389231,-0.027533084,-0.1230909,0.19581282,-0.17511076,-0.30322057,-0.19521323,-0.26268852,3.7859325,-0.34569776,-0.042122837,-0.011067478,-0.07898299,0.9959241
1.4771246,0.013996461,0.16793537,0.40306377,0.07627216,0.23126747,0.14422755,1.203732,-1.5902513,-0.29846185,-0.08278732,-1.5349455,0.31430328,0.39407778,-1.7216601,-0.09200742,1.230063,-1.5106814,1.5,0.0,0.0,0.29114097,0.059973836,0.15545578,-0.268237,0.42367515,-0.20223437,-0.07610066,-0.100572504,0.19926298,-0.19936828,-0.33071896,-0.19449106,-0.26836556,3.8151875,-0.34963724,-0.040423114,-0.010601541,-0.07658663,0.99618673
1.4677069,0.014414369,-0.058734637,0.78837776,0.30681956,0.24433857,0.1674907,1.1333714,-1.6798581,-0.21430886,0.12941103,-1.542603,0.25005436,0.4039991,-1.6603999,-0.056102745,1.3295503,-1.5670965,1.5,0.0,0.0,0.29241583,0.053467073,0.15901034,-0.26972246,0.3973202,-0.21165083,-0.13880849,-0.09096311,0.19717565,-0.22560757,-0.3584309,-0.18611354,-0.2622341,3.844349,-0.35386547,-0.0347058,-0.008900797,-0.073916525,0.99662066
